seller_id,seller_state,total_orders,avg_delivery_days,avg_delay_days
9b013e03b2ab786505a1d3b5c0756754,SP,170,7.58,-9.19
c9c7905cffc4ef9ff9f113554423e671,SP,127,10.56,-9.19
17a053fcb14bd219540cbde0df490be0,SP,124,11.56,-9.21
1900267e848ceeba8fa32d80c1a5f5a8,SP,406,12.36,-9.21
ea8482cd71df3c1969d7b9473ff13abc,SP,1132,12.85,-9.22
7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,325,12.22,-9.25
96493fab2fbb13a14d0c0e8772eef5c3,SP,63,12.89,-9.25
bd23da7354813347129d751591d1a6e2,SP,86,9.38,-9.25
2eb70248d66e0e3ef83659f71b244378,SP,187,17.51,-9.26
6a8b085f816a1f75f92dbac6eb545f8f,SP,125,13.96,-9.29
a3e9a2c700480d9bb01fba070ba80a0e,SP,129,12.64,-9.29
7ea5bfa6c340f58f8e71fc1f0412b0d6,MG,96,12.34,-9.30
0d85bbda9889ce1f7e63778d24f346eb,MG,51,17.79,-9.31
1c129092bf23f28a5930387c980c0dfc,SP,200,11.13,-9.32
66922902710d126a0e7d26b0e3805106,MG,150,10.96,-9.32
2a7dc43cecabf23403078e2188437d1d,SP,52,12.52,-9.33
c31eff8334d6b3047ed34bebd4d62c36,SP,120,12.27,-9.33
640e21a7d01df7614a3b4923e990d40c,SP,115,9.99,-9.38
955fee9216a65b617aa5c0531780ce60,SP,1261,10.30,-9.41
fa1c13f2614d7b5c4749cbc52fecda94,SP,578,12.84,-9.41
8b28d096634035667e8263d57ba3368c,SP,139,13.87,-9.42
f45122a9ab94eb4f3f8953578bc0c560,SP,184,11.95,-9.42
59b22a78efb79a4797979612b885db36,MG,125,12.05,-9.43
634964b17796e64304cadf1ad3050fb7,RJ,265,14.08,-9.45
92eb0f42c21942b6552362b9b114707d,SP,334,12.95,-9.46
7040e82f899a04d1b434b795a43b4617,SP,208,9.80,-9.53
7e3f87d16fb353f408d467e74fbd8014,SP,91,12.18,-9.53
d566c37fa119d5e66c4e9052e83ee4ea,SP,65,5.34,-9.53
70a12e78e608ac31179aea7f8422044b,SP,312,14.24,-9.55
2e1c9f22be269ef4643f826c9e650a52,SP,161,9.29,-9.57
b14db04aa7881970e83ffa9426897925,SP,78,15.09,-9.58
a17f621c590ea0fab3d5d883e1630ec6,SP,63,11.22,-9.59
289cdb325fb7e7f891c38608bf9e0962,SP,109,6.19,-9.60
ce248b21cb2adc36282ede306b7660e5,SC,64,15.18,-9.63
4992e76a42cb3aad7a7047e0d3d7e729,SP,56,7.85,-9.64
a416b6a846a11724393025641d4edd5e,SP,157,12.14,-9.67
7ad32824caee82087b3e2e5f33b1bf32,SP,147,11.00,-9.68
e067ad2c1c0b48758eb1b5228bcf7a68,SP,54,14.00,-9.69
e5a38146df062edaf55c38afa99e42dc,SP,120,11.77,-9.69
de23c3b98a88888289c6f5cc1209054a,SP,161,10.31,-9.70
1127b7f2594683f2510f1c2c834a486b,SP,110,9.74,-9.73
8a130737016f838139d31878787a39c9,SP,56,9.76,-9.77
8d956fec2e4337affcb520f56fd8cbfd,SP,210,8.83,-9.78
3504c0cb71d7fa48d967e0e4c94d59d9,SP,53,6.94,-9.79
8f119a0aee85c0c8fc534629734e94fd,SP,75,9.48,-9.80
f27e33c6d29b5138fa9967bcd445b6d5,SP,93,12.06,-9.81
0509040ea3fe50071181bbc359eb7738,MG,87,10.98,-9.82
6d66611d7c44cc30ce351abc49a68421,SP,164,11.63,-9.83
a888faf2d1baececa6baf9c3d603ee1f,PR,53,17.39,-9.83
643214e62b870443ccbe55ab29a4dccf,SP,65,9.05,-9.85
116ccb1a1604bc88e4d234a8c23f33de,SP,61,8.32,-9.86
3be634553519fb6536a03e1358e9fdc7,SP,80,9.33,-9.86
4371b634e0efc0e22b09b52907d9d469,SP,101,10.32,-9.87
2e90cb1677d35cfe24eef47d441b7c87,SP,127,11.65,-9.88
951e8cef368f09bb3f3d03c00ca4702c,SP,62,8.68,-9.90
c8b0e2b0a7095e5d8219575d5e7e1181,SP,84,9.67,-9.91
1835b56ce799e6a4dc4eddc053f04066,SP,417,12.33,-9.92
f84a00e60c73a49e7e851c9bdca3a5bb,RJ,88,10.77,-9.92
17e34d8224d27a541263c4c64b11a56b,SP,247,13.52,-9.93
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,155,15.15,-9.93
813348c996469b40f2e028d5429d3495,SP,172,9.71,-9.93
00ee68308b45bc5e2660cd833c3f81cc,SP,135,8.73,-9.94
1f50f920176fa81dab994f9023523100,SP,1399,15.11,-9.95
54a1852d1b8f10312c55e906355666ee,SP,198,11.07,-10.00
77530e9772f57a62c906e1c21538ab82,PR,312,14.61,-10.01
1e8b33f18b4f7598d87f5cbee2282cc2,SP,122,7.36,-10.03
34056b8b55c1775a22af2331670a799c,SP,77,12.49,-10.04
3df020b72d3d44b3af9d110fa3940b65,SP,55,12.35,-10.04
7b07b3c7487f0ea825fc6df75abd658b,SP,91,9.03,-10.05
624f4ece8da4aafb77699233d480f8ef,SP,52,13.02,-10.06
827f8f69dfa529c561901c4f2e0f332f,PR,91,12.73,-10.07
23d7c96d4a1160db1c726b248601b25a,SP,50,12.83,-10.08
9f505651f4a6abe901a56cdc21508025,SP,393,7.74,-10.10
7d13fca15225358621be4086e1eb0964,SP,558,15.22,-10.12
1838dd9b8977065acf51d95e0053ea7a,MG,62,12.14,-10.14
5f2684dab12e59f83bef73ae57724e45,SP,67,9.85,-10.14
213b25e6f54661939f11710a6fddb871,SP,152,14.78,-10.15
f5a590cf36251cf1162ea35bef76fe84,SP,113,11.35,-10.15
fe2032dab1a61af8794248c8196565c9,SP,293,10.12,-10.15
88460e8ebdecbfecb5f9601833981930,PR,246,17.81,-10.16
4a3ccda38b2129705f3fb522db62ca31,SP,64,12.84,-10.18
9674754b5a0cb32b638cec001178f799,SP,84,7.59,-10.19
1025f0e2d44d7041d6cf58b6550e0bfa,SP,910,11.57,-10.20
165fc07beebdcb6190fba8a06db2a449,PR,50,13.19,-10.22
8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,63,11.81,-10.25
1336efc61c316ddf92c899eb817f7cae,SP,74,11.21,-10.27
4830e40640734fc1c52cd21127c341d4,SP,204,9.52,-10.27
ef506c96320abeedfb894c34db06f478,SP,316,12.79,-10.27
4869f7a5dfa277a7dca6462dcf3b52b2,SP,1124,14.55,-10.28
5b925e1d006e9476d738aa200751b73b,SP,63,10.46,-10.29
d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,77,10.78,-10.30
5dceca129747e92ff8ef7a997dc4f8ca,SP,322,10.77,-10.31
729f06993dac8e860d4f02d7088ca48a,SP,94,10.34,-10.31
da8622b14eb17ae2831f4ac5b9dab84a,SP,1311,10.70,-10.31
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,106,12.34,-10.32
ebd2d60905fb58271facef5596b620d3,SP,82,12.39,-10.32
0dd184061fb0eaa7ca37932c68ab91c5,SP,161,10.81,-10.33
6fd52c528dcb38be2eea044946b811f8,SP,67,20.64,-10.33
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,160,12.35,-10.34
aced59e9b31ef866a94f9e7f29d8d418,SP,61,9.21,-10.42
fa40cc5b934574b62717c68f3d678b6d,SP,304,10.69,-10.43
91f848e9f4be368f4318775aac733370,SP,60,9.80,-10.44
23613d49c3ac2bd302259e55c06c050c,SP,69,13.42,-10.46
b33e7c55446eabf8fe1a42d037ac7d6d,SP,149,15.97,-10.47
fffd5413c0700ac820c7069d66d98c89,SP,57,13.33,-10.47
06a2c3af7b3aee5d69171b0e14f0ee87,MA,389,17.27,-10.50
440dd6ab244315c632130ecfb63827b1,SP,91,16.23,-10.51
527801b552d0077ffd170872eb49683b,SP,90,12.52,-10.51
b17b679f4f5ce2e03ce6968c62648246,SP,50,18.61,-10.53
d57e18d5f73c7ccb7f7339b61166898d,SP,61,8.67,-10.54
dc4a0fc896dc34b0d5bfec8438291c80,SP,225,13.29,-10.56
4c18691b6037662be2df78a765d98ab5,SP,63,8.76,-10.57
d1c281d3ae149232351cd8c8cc885f0d,SP,214,11.95,-10.58
7c67e1448b00f6e969d365cea6b010ab,SP,973,21.95,-10.63
9de4643a8dbde634fe55621059d92273,SC,72,14.44,-10.64
c003204e1ab016dfa150abc119207b24,SP,195,9.27,-10.64
cfb1a033743668a192316f3c6d1d2671,SP,143,11.43,-10.64
53243585a1d6dc2643021fd1853d8905,BA,348,12.94,-10.65
05d2173d43ea568aa0540eba70d2ca76,MG,62,14.26,-10.67
04308b1ee57b6625f47df1d56f00eedf,SC,92,18.42,-10.70
6edacfd9f9074789dad6d62ba7950b9c,SP,205,8.55,-10.70
d650b663c3b5f6fb392b6326366efa9a,SP,57,9.32,-10.70
891071be6ba827b591264c90c2ae8a63,SP,85,12.70,-10.72
9d4db00d65d7760644ac0c14edb5fd86,SP,97,7.66,-10.72
aba1721a889e04decc910aa13b768ef4,SP,83,8.80,-10.72
701938c450705b8ae65fc923b70f35c7,SP,74,11.96,-10.73
f8db351d8c4c4c22c6835c19a46f01b0,SP,659,9.43,-10.75
1da3aeb70d7989d1e6d9b0e887f97c23,SP,261,7.87,-10.76
98dac6635aee4995d501a3972e047414,SP,89,8.01,-10.76
ef0ace09169ac090589d85746e3e036f,RJ,128,12.09,-10.76
6560211a19b47992c3666cc44a7e94c0,SP,1819,9.06,-10.77
febab0275244b9a49a623f0bd613ca2f,SP,106,7.65,-10.79
218d46b86c1881d022bce9c68a7d4b15,SP,382,13.31,-10.81
391fc6631aebcf3004804e51b40bcf1e,SP,521,13.80,-10.81
751bdc4d83a466c7206cd42e8f426b03,SP,51,10.66,-10.82
aac29b1b99776be73c3049939652091d,MG,94,13.94,-10.86
dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,108,9.47,-10.86
058fd0aa2bfdb2274e05e1ae971dabb6,SP,60,9.78,-10.89
0be8ff43f22e456b4e0371b2245e4d01,SP,156,9.85,-10.89
3b15288545f8928d3e65a8f949a28291,SP,101,13.80,-10.89
7a67c85e85bb2ce8582c35f2203ad736,SP,1145,10.69,-10.90
08633c14ef2db992c11f840f04fad4cd,SP,74,9.72,-10.91
080102cd0a76b09e0dcf55fcacc60e05,MG,122,9.30,-10.92
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,112,11.63,-10.93
ececbfcff9804a2d6b40f589df8eef2b,SP,97,12.62,-10.93
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,52,8.13,-10.96
70c27847eca8195c983ed7e798c56743,RJ,77,10.41,-10.99
cb8bcce248bb1fb274ba762d8b971456,MG,66,12.07,-10.99
25c5c91f63607446a97b143d2d535d31,MG,156,13.56,-11.03
3db66a856d18a9cba7c9241fc5221c50,MG,94,15.36,-11.04
5656537e588803a555b8eb41f07a944b,DF,171,10.99,-11.04
8648b1e89e9b349e32d3741b30ec737e,SP,93,8.79,-11.04
45d33f715e24d15a6ccf5c17b3a23e3c,SP,56,10.97,-11.05
004c9cd9d87a3c30c522c48c4fc07416,SP,156,13.96,-11.06
ff063b022a9a0aab91bad2c9088760b7,SP,94,8.93,-11.06
1d8dbc4f32378d715c717c1c1fc57bae,PR,91,15.05,-11.07
520b493b57809f446cb0a233bb3e25c7,SP,63,6.85,-11.07
282f23a9769b2690c5dda22e316f9941,MG,98,10.73,-11.17
09f952a5f58d2285b0372551ae8f9b01,SP,50,12.66,-11.18
d673a59aac7a70d8b01e6902bf090a11,SP,79,13.32,-11.20
f80edd2c5aaa505cc4b0a3b219abf4b8,SP,116,11.66,-11.20
7e93a43ef30c4f03f38b393420bc753a,SP,319,10.83,-11.22
7202e2ba20579a9bd1acb29e61fe71f6,SP,51,12.75,-11.23
7722b1df1b0e383e000397b2c11e3e19,SP,133,8.14,-11.23
725c32fa80c2faacc4fc88450d27314e,SP,89,9.10,-11.24
46dc3b2cc0980fb8ec44634e21d2718e,RJ,503,11.32,-11.25
b499c00f28f4b7069ff6550af8c1348a,SP,147,10.42,-11.25
17f51e7198701186712e53a39c564617,SP,56,22.21,-11.31
c6bda72e4dbf5c5866b13cb1810c6d03,SP,59,9.75,-11.31
cc63f0dd2acba93ffed4fe9f8e0321fa,SP,55,8.56,-11.32
70eea00b476a314817cefde4aad4f89a,SP,106,12.88,-11.33
128639473a139ac0f3e5f5ade55873a5,PR,527,13.96,-11.34
2528513dd95219a6013d4d05176e391a,SP,160,10.11,-11.34
36a968b544695394e4e9d7572688598f,SP,148,10.24,-11.36
229c3efbfb0ea2058de4ccdfbc3d784a,MG,118,10.39,-11.37
3bdff180c7e1f6551a643b99c265a120,SP,56,9.83,-11.43
79ebd9a61bac3eaf882805ed4ecfa12a,PR,133,14.83,-11.44
e59aa562b9f8076dd550fcddf0e73491,PR,69,13.30,-11.45
f457c46070d02cadd8a68551231220dd,PR,195,14.03,-11.45
0c8380b62e38e8a1e6adbeba7eb9688c,MG,180,12.06,-11.47
3078096983cf766a32a06257648502d1,SP,56,11.62,-11.48
8a432f4e5b471f8da497d7dc517666e2,SP,95,7.45,-11.48
5a8e7d5003a1f221f9e1d6e411de7c23,SP,137,10.02,-11.50
750303a20e9c56b2a6bc45cdce0b897d,GO,53,13.16,-11.50
537eb890efff034a88679788b647c564,RJ,158,8.67,-11.51
2a84855fd20af891be03bc5924d2b453,MG,155,8.08,-11.52
a1043bafd471dff536d0c462352beb48,MG,702,13.12,-11.54
056b4ada5bbc2c50cc7842547dda6b51,RJ,64,12.31,-11.57
76d5af76d0271110f9af36c92573f765,SP,128,11.05,-11.57
bd0389da23d89b726abf911cccc54596,DF,87,13.01,-11.57
dbd66278cbfe1aa1000f90a217ca4695,SP,85,8.61,-11.59
7299e27ed73d2ad986de7f7c77d919fa,MG,335,10.81,-11.68
5343d0649eca2a983820bfe93fc4d17e,SP,70,10.81,-11.69
7d456afc660226829370f3173d14520c,SP,55,8.64,-11.71
2138ccb85b11a4ec1e37afbd1c8eda1f,SP,388,10.74,-11.73
822166ed1e47908f7cfb49946d03c726,RJ,69,13.45,-11.73
d6b1ce66b035a475f00c017792ff9769,SP,92,9.69,-11.76
d91fb3b7d041e83b64a00a3edfb37e4f,SP,524,10.86,-11.77
f0b47fbbc6dee9aafe415a6e33051b3f,SP,67,9.93,-11.80
1b4c3a6f53068f0b6944d2d005c9fc89,SC,111,13.81,-11.87
48162d548f5b1b11b9d29d1e01f75a61,SP,66,10.76,-11.88
ce7d1888639e6fb06b2749cbfdac1ff7,MG,78,13.73,-11.92
30a2f535bb48308f991d0b9ad4a8c4bb,SP,71,7.97,-11.94
9646c3513289980f17226a2fc4720dbd,SP,69,12.07,-11.95
25cf099de44674fde97473224f9d59ab,SP,50,8.88,-11.96
a420f60ff1aa9acc80d0e42959f2b313,SP,67,10.88,-11.97
f3b80352b986ab4d1057a4b724be19d0,DF,86,10.09,-12.00
0241d4d5d36f10f80c644447315af0bd,PR,238,10.46,-12.07
4d6d651bd7684af3fffabd5f08d12e5a,SP,363,12.61,-12.08
1a3df491d1c4f1589fc2b934ada68bf2,SC,160,14.53,-12.09
cc419e0650a3c5ba77189a1882b7556a,SP,1651,11.06,-12.11
0db783cfcd3b73998abc6e10e59a102f,SP,132,11.20,-12.12
4e922959ae960d389249c378d1c939f5,SP,412,14.15,-12.14
3d871de0142ce09b7081e2b9d1733cb1,SP,1064,12.96,-12.18
f214d28e8d8e3ef068748498ccc2f813,SP,52,9.67,-12.18
aafe36600ce604f205b86b5084d3d767,SC,129,11.98,-12.20
4e7c18b98d84e05cbae3ff0ff03846c2,SP,81,11.58,-12.22
562fc2f2c2863ab7e79a9e4388a58a14,SP,255,10.80,-12.25
001cca7ae9ae17fb1caed9dfb1094831,ES,195,12.63,-12.27
709e16e2b25c7474d980076c6bfc4806,SP,60,10.01,-12.31
1bb2bdb95f4841f1bba2c0d2cd83d3c9,SP,79,11.89,-12.34
d50d79cb34e38265a8649c383dcffd48,SP,70,12.63,-12.36
c864036feaab8c1659f65ea4faebe1da,PR,58,11.79,-12.40
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,122,9.66,-12.45
8bb48dc19fccaa8613b6229bf7f452a2,SP,82,10.77,-12.46
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,463,11.57,-12.48
0432ead42b6c8a0bdf68154add917fdf,SP,82,8.33,-12.49
e24fc9fcd865784fb25705606fe3dfe7,SP,51,12.18,-12.49
062ce95fa2ad4dfaedfc79260130565f,RS,54,12.75,-12.51
1f9ab4708f3056ede07124aad39a2554,SP,76,14.05,-12.55
8e6cc767478edae941d9bd9eb778d77a,MG,100,15.97,-12.56
e26901d5ab434ce92fd9b5c256820a4e,SP,197,8.78,-12.56
37be5a7c751166fbc5f8ccba4119e043,SP,269,10.17,-12.60
edb1ef5e36e0c8cd84eb3c9b003e486d,RJ,165,11.25,-12.62
e333046ce6517bd8bb510291d44f0130,SP,68,9.55,-12.64
715bbd5ba4e6b74cb0d2f29eb45058b0,SP,62,11.50,-12.66
33a6f4b1e7cdc205511e76ba1b6e0186,SP,105,8.09,-12.71
5c243662ce92d84573bfaff24c3e3700,SP,98,10.27,-12.74
81a1104df0f08b59c68aa5b03cfe398e,PR,72,12.38,-12.76
259f7b5e6e482c230e5bfaa670b6bb8f,SP,136,8.12,-12.78
01fdefa7697d26ad920e9e0346d4bd1b,PR,128,10.28,-12.79
670c26e0f1bf8d0576271d5cfaec6d2b,PR,77,13.26,-12.80
1554a68530182680ad5c8b042c3ab563,MG,246,13.58,-12.81
620c87c171fb2a6dd6e8bb4dec959fc6,RJ,722,12.45,-12.83
cce6ab8d1682639fe45ab70234f1665f,SP,61,14.94,-12.88
7142540dd4c91e2237acb7e911c4eba2,SP,316,14.27,-12.93
dbc22125167c298ef99da25668e1011f,MG,394,10.93,-12.93
582d4f8675b945722eda7c0cb61ba4c7,SP,59,10.13,-13.04
17ca9b9e9b9ef8fdb529001b49ebb50f,MG,115,7.60,-13.11
8cbac7e12637ed9cffa18c7875207478,SC,66,13.11,-13.11
522620dcb18a6b31cd7bdf73665113a9,PR,172,14.73,-13.12
e9bc59e7b60fc3063eb2290deda4cced,PR,209,14.10,-13.13
dee656f0f566ed1aa85bd137c943f08f,SP,92,12.01,-13.17
9d5a9018aee56acb367ba9c3f05d1d6a,GO,66,13.91,-13.18
7008613ea464bad5cb9b83456e1e6a8f,SC,123,13.63,-13.19
6d803cb79cc31c41c4c789a75933b3c7,SP,58,12.47,-13.21
d94a40fd42351c259927028d163af842,MG,100,13.24,-13.22
8a32e327fe2c1b3511609d81aaf9f042,SP,126,8.60,-13.25
1b8356dabde1d35e17cef975c3f82730,SP,55,9.70,-13.30
95f83f51203c626648c875dd41874c7f,MG,50,10.69,-13.31
d12c926d74ceff0a90a21184466ce161,SP,76,8.11,-13.31
669ae81880e08f269a64487cfb287169,SC,161,11.50,-13.32
6cd68b3ed6d59aaa9fece558ad360c0a,MG,149,9.96,-13.34
b6d44737c043328708f6749c2dbe50bd,SP,61,7.46,-13.41
6b243f80ed07b10f0e8aa0f21a205f3c,PR,79,10.56,-13.46
5cf13accae3222c70a9cac40818ae839,MG,148,10.15,-13.53
25e6ffe976bd75618accfe16cefcbd0d,SP,106,9.42,-13.60
59fb871bf6f4522a87ba567b42dafecf,SP,123,11.56,-13.71
a3a38f4affed601eb87a97788c949667,SC,251,11.98,-13.71
f7720c4fa8e3aba4546301ab80ea1f1b,PR,59,9.45,-13.77
6c177e38df6d3f34182b1f1d427231bf,PR,53,13.87,-13.78
fc906263ca5083d09dce42fe02247800,MG,112,8.91,-13.80
a5cba26a62b8b4d0145b68b841e62e7f,PR,53,12.80,-13.81
0df3984f9dfb3d49ac6366acbd3bbb85,MG,86,9.14,-13.82
850f4f8af5ea87287ac68de36e29107f,SP,186,9.73,-13.85
18a349e75d307f4b4cc646a691ed4216,SP,109,10.68,-13.90
8c16d1f32a54d92897cc437244442e1b,SC,108,10.51,-13.90
86ccac0b835037332a596a33b6949ee1,SC,178,11.41,-13.91
0b35c634521043bf4b47e21547b99ab5,PR,50,16.92,-13.96
fa1a9dec3a9940c072684a46728bf1fc,SC,55,14.10,-13.98
87142160b41353c4e5fca2360caf6f92,RS,305,10.33,-14.03
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,143,9.28,-14.05
94144541854e298c2d976cb893b81343,RS,68,11.83,-14.11
01cf7e3d21494c41fb86034f2e714fa1,PR,59,11.08,-14.23
95e03ca3d4146e4011985981aeb959b9,RJ,172,11.88,-14.24
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,55,11.76,-14.24
0bae85eb84b9fb3bd773911e89288d54,SP,136,9.79,-14.26
ceaec5548eefc6e23e6607c5435102e7,SP,198,12.45,-14.29
cca3071e3e9bb7d12640c9fbe2301306,SP,699,13.75,-14.33
376a891762bbdecbc02b4b6adec3fdda,GO,57,11.71,-14.34
7a241947449cc45dbfda4f9d0798d9d0,MG,56,12.21,-14.39
9616352088dcf83a7c06637f4ebf1c80,PR,91,11.97,-14.41
1c68394e931a64f90ea236c5ea590300,PR,142,15.36,-14.46
c33847515fa6305ce6feb1e818569f13,SC,114,9.06,-14.48
d2374cbcbb3ca4ab1086534108cc3ab7,SP,514,13.81,-14.49
76d64c4aca3a7baf218bf93ef7fa768d,PR,64,10.23,-14.52
bfd27a966d91cfaafdb25d076585f0da,SP,114,11.90,-14.53
dfa0c4c6229ab200a4a1336b4d7128ff,SC,77,9.19,-14.55
966cb4760537b1404caedd472cc610a5,SP,67,9.52,-14.57
9e6229250fedbe05838fef417b74e7fb,SP,73,11.32,-14.57
00fc707aaaad2d31347cf883cd2dfe10,PR,103,15.35,-14.58
db4350fd57ae30082dec7acbaacc17f9,SP,136,10.39,-14.59
f4aba7c0bca51484c30ab7bdc34bcdd1,SP,108,10.36,-14.63
85d9eb9ddc5d00ca9336a2219c97bb13,MG,499,14.27,-14.72
cab85505710c7cb9b720bceb52b01cee,SP,201,9.72,-14.80
44073f8b7e41514de3b7815dd0237f4f,DF,142,12.74,-14.86
5f1dc28029d2c244352a68107ec2b542,SP,62,8.86,-15.03
